name,height_in_cm,market_value_in_eur
Nahuel Molina,179,15000000.0
Tiago Tomás,180,15000000.0
Ângelo,180,15000000.0
Nathan Tella,173,15000000.0
Lucien Agoumé,185,15000000.0
Frank Anguissa,184,15000000.0
Pablo Pagis,180,15000000.0
Sean Longstaff,187,15000000.0
Sofiane Diop,175,15000000.0
Oscar Højlund,184,15000000.0
Marco Asensio,182,15000000.0
Samuel Lino,177,15000000.0
Benoît Badiashile,194,15000000.0
Felipe Augusto,187,15000000.0
Alexsandro,191,15000000.0
Iván Fresneda,183,15000000.0
Virgil van Dijk,195,15000000.0
Chadi Riad,186,15000000.0
Akor Adams,190,15000000.0
Pierre-Emile Højbjerg,185,15000000.0
Ben Gannon-Doak,173,15000000.0
Noah Nartey,180,15000000.0
Farès Chaïbi,183,15000000.0
Mathías Olivera,185,15000000.0
Jhon Arias,168,15000000.0
Franjo Ivanović,185,15000000.0
Julian Brandt,185,15000000.0
Juan Miranda,185,15000000.0
İsmail Yüksek,183,15000000.0
Antonio Vergara,182,15000000.0
Hamed Traoré,177,15000000.0
Nicolò Zaniolo,190,15000000.0
Jeff Chabot,195,15000000.0
Thibaut Courtois,199,15000000.0
Maarten Vandevoordt,192,15000000.0
Filip Jørgensen,192,15000000.0
Wouter Goes,188,15000000.0
Dennis Man,183,15000000.0
Gustav Isaksen,181,15000000.0
Carlos Alcaraz,176,15000000.0
Marshall Munetsi,188,15000000.0
Adrián Bernabé,170,15000000.0
Christian Mawissa,184,15000000.0
Ilaix Moriba,185,15000000.0
Mateo Pellegrino,192,15000000.0
Fabio Miretti,180,15000000.0
Sebastiano Esposito,183,15000000.0
Logan Costa,190,15000000.0
Antoni Milambo,179,15000000.0
Anders Dreyer,174,15000000.0
Ansgar Knauff,180,15000000.0
Raoul Bellanova,188,15000000.0
Jhon Jhon,178,15000000.0
Ansu Fati,178,15000000.0
Artem Dovbyk,189,15000000.0
Jon Aramburu,176,15000000.0
Bruno Ogbus,188,15000000.0
Arsène Kouassi,178,15000000.0
Dodi Lukébakio,184,15000000.0
Guus Til,188,15000000.0
Prosper Peter,188,15000000.0
Brooke Norton-Cuffy,181,15000000.0
Maksim Glushenkov,179,15000000.0
Samú Costa,185,15000000.0
Jan Oblak,188,15000000.0
Alisson,193,15000000.0
Odilon Kossounou,191,15000000.0
Alexis Vossah,181,15000000.0
Mika Biereth,187,15000000.0
Elia Caprile,191,15000000.0
Breel Embolo,184,15000000.0
Andrea Pinamonti,185,15000000.0
Mohamed-Ali Cho,182,15000000.0
Claudio Echeverri,170,15000000.0
Heung-min Son,183,15000000.0
Dzenan Pejcinovic,190,15000000.0
Pau Víctor,184,15000000.0
Nicolò Savona,192,15000000.0
Saïmon Bouabré,174,15000000.0
Philipp Treu,173,15000000.0
Antonín Kinský,190,15000000.0
Cesare Casadei,192,15000000.0
Sebastian Nanasi,178,15000000.0
Mio Backhaus,194,15000000.0
Miguel Román,178,15000000.0
Roony Bardghji,173,15000000.0
Hyeon-gyu Oh,187,15000000.0
Aaron Wan-Bissaka,183,15000000.0
Hércules,178,15000000.0
Rodrigo Gomes,175,15000000.0
Enzo Boyomo,184,15000000.0
João Palhinha,190,15000000.0
Souffian El Karouani,178,15000000.0
Romano Schmid,168,15000000.0
Carlos Álvarez,168,15000000.0
Moussa Niakhaté,190,15000000.0
Mauricio,175,15000000.0
Vladyslav Vanat,182,15000000.0
Wendel,180,15000000.0
Uğurcan Çakır,191,15000000.0
Nicolás Domínguez,179,15000000.0
João Simões,178,15000000.0
Omar El Hilali,183,15000000.0
Fredrik Aursnes,181,15000000.0
Dário Essugo,178,15000000.0
Jair Cunha,198,15000000.0
Kauã Elias,181,15000000.0
Abdoul Ouattara,180,15000000.0
Morten Frendrup,178,15000000.0
Beñat Prados,180,15000000.0
Montrell Culbreath,172,15000000.0
Francesco Camarda,189,15000000.0
Sven Mijnans,190,15000000.0
Tiago Gabriel,196,15000000.0
Jordan Teze,183,15000000.0
Samuele Inácio,176,15000000.0
Thiago Almada,171,15000000.0
Bamba Dieng,178,15000000.0
Shea Charles,189,15000000.0
Hannibal,177,15000000.0
Darío Osorio,184,15000000.0
Youssef Chermiti,192,15000000.0
Zachary Athekame,181,15000000.0
Pau Navarro,185,15000000.0
Mamadou Coulibaly,179,15000000.0
Lionel Messi,170,15000000.0
Jan Virgili,177,15000000.0
Armando González,182,15000000.0
Alexis Claude-Maurice,176,15000000.0
Bitello,179,15000000.0
Karl Etta Eyong,181,15000000.0
Quentin Merlin,174,15000000.0
Ngal'ayel Mukau,186,15000000.0
Gianluca Mancini,190,15000000.0
Leon Bailey,178,14000000.0
Roberto Piccoli,190,14000000.0
Sorba Thomas,185,14000000.0
Benjamin Nygren,187,14000000.0
Jens Stage,187,14000000.0
Julián Quiñones,177,14000000.0
Teun Koopmeiners,185,14000000.0
Alessandro Marcandalli,190,14000000.0
Kaiki,172,14000000.0
Morato,192,14000000.0
Luciano Juba,176,14000000.0
Andreas Pereira,178,14000000.0
Yunus Musah,178,14000000.0
Christopher Bonsu Baah,172,14000000.0
Ryan Flamingo,187,14000000.0
Rodrigo De Paul,178,14000000.0
Joe Willock,186,14000000.0
Yáser Asprilla,176,14000000.0
Yusuf Akçiçek,193,14000000.0
Matheus Pereira,175,14000000.0
Kike Salas,188,14000000.0
Nicolò Cambiaghi,176,14000000.0
Lewis Ferguson,181,14000000.0
Tommy Conway,185,14000000.0
Zeki Çelik,180,14000000.0
Giorgian de Arrascaeta,177,14000000.0
Roland Sallai,183,14000000.0
Federico Gatti,190,14000000.0
Marcelino Núñez,173,14000000.0
Jay Idzes,190,14000000.0
Santiago Hezze,178,14000000.0
Maxence Caqueret,174,13000000.0
Federico Chiesa,175,13000000.0
Torbjørn Heggem,192,13000000.0
Martin Vitík,193,13000000.0
Oscar Gloukh,171,13000000.0
El Bilal Touré,185,13000000.0
Samuel Dahl,174,13000000.0
John McGinn,178,13000000.0
Danilho Doekhi,190,13000000.0
Mads Bidstrup,175,13000000.0
Eljif Elmas,184,13000000.0
Ao Tanaka,180,13000000.0
Leo Østigård,183,13000000.0
Sverre Nypan,182,13000000.0
Maximilian Kilman,194,13000000.0
Rico Henry,170,13000000.0
Daizen Maeda,173,13000000.0
Loum Tchaouna,180,13000000.0
Jordan Pickford,185,13000000.0
Joe Gomez,188,13000000.0
Jean Lucas,181,13000000.0
Omar Alderete,190,13000000.0
Jorge Carrascal,180,13000000.0
Ilyas Ansah,197,12000000.0
Rafa Marín,191,12000000.0
Juan,181,12000000.0
Ridle Baku,176,12000000.0
Hugo Duro,177,12000000.0
Enzo Barrenechea,186,12000000.0
Sergej Milinković-Savić,192,12000000.0
Albert Sambi Lokonga,183,12000000.0
Ilias Akhomach,175,12000000.0
Álex Valle,178,12000000.0
Gabriel Brazão,192,12000000.0
Fabinho,188,12000000.0
Josip Sutalo,185,12000000.0
Luiz Júnior,192,12000000.0
Marlon Gomes,184,12000000.0
David Brooks,173,12000000.0
Urko González de Zárate,189,12000000.0
Peer Koopmeiners,186,12000000.0
Valentín Gómez,181,12000000.0
Christantus Uche,190,12000000.0
Viktor Johansson,187,12000000.0
Luís Guilherme,175,12000000.0
Abdelhamid Ait Boudlal,190,12000000.0
Caio Henrique,178,12000000.0
Jan Ziolkowski,194,12000000.0
Thomas Kristensen,198,12000000.0
Justin Devenny,184,12000000.0
Jacob Murphy,179,12000000.0
Rubén Vargas,179,12000000.0
Leon Goretzka,189,12000000.0
Facundo Buonanotte,174,12000000.0
Mats Rots,190,12000000.0
Finn Dahmen,186,12000000.0
Hugo Bueno,180,12000000.0
Johan Vásquez,182,12000000.0
Mykola Matvienko,182,12000000.0
Benjamin Pavard,186,12000000.0
Kristian Thorstvedt,189,12000000.0
Adem Zorgane,184,12000000.0
Jens Petter Hauge,184,12000000.0
José Ángel Carmona,184,12000000.0
Giovane,184,12000000.0
Alessandro Circati,191,12000000.0
Joaquín Piquerez,185,12000000.0
Alexander Nübel,193,12000000.0
Marcos Antônio,166,12000000.0
Nathan Aké,180,12000000.0
Aaron Ramsdale,190,12000000.0
Mert Kömür,184,12000000.0
Tajon Buchanan,183,12000000.0
Kévin Denkey,181,12000000.0
Alex Tóth,181,12000000.0
Brian Madjo,193,12000000.0
Harrison Armstrong,185,12000000.0
Jens Odgaard,188,12000000.0
Kamil Grabara,195,12000000.0
Jordan James,182,12000000.0
Ilia Gruev,185,12000000.0
Ilan Kebbal,169,12000000.0
Rodrigo Garro,174,12000000.0
Zian Flemming,185,12000000.0
John Stones,188,12000000.0
Kevin Mac Allister,175,12000000.0
Sebastian Szymanski,174,12000000.0
Zuriko Davitashvili,175,12000000.0
Germán Berterame,175,12000000.0
Emiliano Martínez,195,12000000.0
Érik Lira,172,12000000.0
Kyle Walker-Peters,173,12000000.0
Karim Konaté,178,12000000.0
Aljoscha Kemlein,188,12000000.0
Daniel Bragança,178,12000000.0
Kasper Høgh,186,12000000.0
Andriy Lunin,191,12000000.0
Manfred Ugalde,173,12000000.0
Christian,178,12000000.0
Lilian Brassier,186,12000000.0
Patrick Osterhage,186,12000000.0
Kodai Sano,180,12000000.0
Archie Brown,190,12000000.0
Anass Salah-Eddine,181,12000000.0
Nicolas Raskin,178,12000000.0
Jorge de Frutos,173,12000000.0
Franck Kessié,183,12000000.0
Santiago Ramos Mingo,186,12000000.0
Fabian Rieder,181,12000000.0
Léo Pereira,189,12000000.0
Odsonne Édouard,187,12000000.0
Matviy Ponomarenko,188,12000000.0
Yerson Mosquera,188,12000000.0
Saël Kumbedi,175,12000000.0
Jackson Tchatchoua,180,12000000.0
Gabriel Carvalho,170,12000000.0
Léo Ortiz,185,12000000.0
Jeanuël Belocian,186,12000000.0
Jordan Bos,180,12000000.0
Anthony Rouault,186,12000000.0
Martim Fernandes,181,12000000.0
Patrick Wimmer,182,12000000.0
Albert Gudmundsson,177,12000000.0
Héctor Fort,185,12000000.0
Thilo Kehrer,186,12000000.0
Kristjan Asllani,179,12000000.0
Ibrahima Ba,190,12000000.0
Malick Yalcouyé,169,12000000.0
Nehuén Pérez,186,12000000.0
Mahdi Camara,176,12000000.0
Dion Beljo,195,12000000.0
Stanislav Agkatsev,189,12000000.0
Marcin Bulka,199,12000000.0
James Justin,183,12000000.0
Kassoum Ouattara,184,12000000.0
Jan-Carlo Simić,186,12000000.0
Souza,183,12000000.0
Pervis Estupiñán,175,12000000.0
Isaac Price,188,12000000.0
Bashir Humphreys,186,12000000.0
Petar Musa,190,12000000.0
Chris Führich,181,12000000.0
Merih Demiral,190,12000000.0
Marc Guiu,187,12000000.0
Diogo Leite,190,12000000.0
Nuno Tavares,183,12000000.0
Diego Costa,184,12000000.0
Yanis Begraoui,179,12000000.0
Sergio Carreira,170,12000000.0
Gessime Yassine,172,12000000.0
Fabrício Bruno,190,12000000.0
Hicham Boudaoui,175,12000000.0
Luis Sinisterra,172,11000000.0
Lewis Cook,175,11000000.0
Hugo Souza,199,11000000.0
Semih Kılıçsoy,178,11000000.0
Renan Lodi,173,11000000.0
Sem Steijn,173,11000000.0
Jan Bednarek,189,11000000.0
Arseniy Batagov,185,11000000.0
Andrés Gómez,170,11000000.0
Simon Banza,189,11000000.0
Wagner Pina,180,11000000.0
Christos Zafeiris,173,11000000.0
Ernest Muci,180,11000000.0
Lorenzo Pirola,188,11000000.0
Isaque,172,11000000.0
Erick Pulga,169,11000000.0
Kauã Prates,184,10000000.0
Ramón Sosa,178,10000000.0
Lukas Nmecha,185,10000000.0
Arijon Ibrahimovic,178,10000000.0
Cristiano Ronaldo,185,10000000.0
Bart van Rooij,174,10000000.0
Joel Chima Fujita,175,10000000.0
Mariano Troilo,194,10000000.0
Gilberto Mora,175,10000000.0
Freddie Potts,183,10000000.0
Cheick Doucouré,180,10000000.0
Corentin Tolisso,181,10000000.0
Facundo Torres,177,10000000.0
Maximilian Eggestein,181,10000000.0
Stanislav Lobotka,168,10000000.0
Agustín Giay,180,10000000.0
Mateo Kovacic,178,10000000.0
Badredine Bouanani,177,10000000.0
Ivan Oblyakov,176,10000000.0
Aleksandar Mitrović,189,10000000.0
Ruud Nijstad,195,10000000.0
Yves Bissouma,182,10000000.0
Gjivai Zechiël,180,10000000.0
Wout Faes,187,10000000.0
Kirill Glebov,174,10000000.0
Aarón Anselmino,186,10000000.0
Joël Piroe,185,10000000.0
Rasmus Nissen Kristensen,187,10000000.0
Nikola Vlašić,179,10000000.0
Keinan Davis,189,10000000.0
Luca Jaquez,187,10000000.0
Saša Lukić,182,10000000.0
Sacha Boey,178,10000000.0
Lassine Sinayoko,186,10000000.0
Otávio,188,10000000.0
Tiago Santos,175,10000000.0
Juanlu Sánchez,186,10000000.0
Noah Saviolo,181,10000000.0
Juma Bah,195,10000000.0
Arnau Martínez,182,10000000.0
Louis Leroux,184,10000000.0
Ognjen Ugresic,188,10000000.0
Jota Silva,179,10000000.0
Ludovic Blas,180,10000000.0
Gustaf Lagerbielke,193,10000000.0
Keito Nakamura,180,10000000.0
Mihajlo Cvetkovic,178,10000000.0
Kevin Viveros,180,10000000.0
Milan Škriniar,187,10000000.0
Obed Vargas,175,10000000.0
Félix Correia,178,10000000.0
Alexandre Penetra,186,10000000.0
Cuiabano,179,10000000.0
Antoine Mendy,187,10000000.0
Hugo Cuypers,185,10000000.0
George Hirst,191,10000000.0
Jhon Córdoba,186,10000000.0
Mathias Jensen,180,10000000.0
Kojo Peprah Oppong,185,10000000.0
Volodymyr Brazhko,187,10000000.0
Tanner Tessmann,188,10000000.0
Robin Koch,192,10000000.0
Lucas Torreira,166,10000000.0
Daniel James,171,10000000.0
Tyrhys Dolan,170,10000000.0
Stepan Chaloupek,188,10000000.0
Sascha Britschgi,182,10000000.0
Gustavo Puerta,173,10000000.0
Nikolas Nartey,186,10000000.0
Marco Friedl,187,10000000.0
Steven Bergwijn,171,10000000.0
Lennon Miller,182,10000000.0
Djaoui Cissé,188,10000000.0
Michele Di Gregorio,187,10000000.0
Anton Kade,185,10000000.0
Evertton Araújo,184,10000000.0
Lorenzo Colombo,183,10000000.0
Riqui Puig,169,10000000.0
Oliver Scarles,180,10000000.0
Alvyn Sanches,181,10000000.0
Patrick Agyemang,193,10000000.0
Jens Hjertø-Dahl,194,10000000.0
Fredrik Sjøvold,174,10000000.0
Sofyan Amrabat,185,10000000.0
Álex Zendejas,167,10000000.0
Luca Meirelles,185,10000000.0
Keisuke Goto,191,10000000.0
Ainsley Maitland-Niles,180,10000000.0
Ben Chilwell,180,10000000.0
Anel Ahmedhodzic,190,10000000.0
Ederson,188,10000000.0
Azzedine Ounahi,182,10000000.0
Vitão,185,10000000.0
Santiago Bueno,191,10000000.0
Reo Hatate,172,10000000.0
Antonio Blanco,176,10000000.0
Martín Satriano,187,10000000.0
Víctor Gómez,171,10000000.0
Aurèle Amenda,194,10000000.0
Romain Esse,178,10000000.0
Beñat Turrientes,181,10000000.0
Nicolas Kühn,174,10000000.0
Giovanni Fabbian,190,10000000.0
Álvaro Montoro,170,10000000.0
Piotr Zielinski,180,10000000.0
Adam Hlozek,188,10000000.0
Adrian Lahdo,179,10000000.0
Rémi Himbert,178,10000000.0
Mousa Tamari,176,10000000.0
Juan Rodríguez,190,10000000.0
Ernest Nuamah,178,10000000.0
Adem Avdic,173,10000000.0
Melvin Bard,173,10000000.0
Igor Diveev,194,10000000.0
Luca Reggiani,194,10000000.0
Dro Fernández,180,10000000.0
Josha Vagnoman,190,10000000.0
Nathan Patterson,183,10000000.0
Roberto Fernández,186,10000000.0
Ayoube Amaimouni-Echghouyab,179,10000000.0
Tom Rothe,193,10000000.0
Nhoa Sangui,178,10000000.0
Mario Martín,177,10000000.0
Abner,181,10000000.0
Tomáš Souček,192,10000000.0
Álvaro Rodríguez,193,10000000.0
Believe Munongo,191,10000000.0
Mohammed Salisu,188,10000000.0
Nino,188,10000000.0
Fran García,169,10000000.0
André Onana,190,10000000.0
Mario Dorgeles,177,10000000.0
Wojciech Mońka,188,10000000.0
Amir Rrahmani,192,10000000.0
Jens Castrop,178,10000000.0
Cristian Volpato,187,10000000.0
Matte Smets,185,10000000.0
Josep Martínez,191,10000000.0
Oso,183,10000000.0
Daichi Kamada,180,10000000.0
Pedrinho,172,10000000.0
Jakub Moder,191,10000000.0
Milton Delgado,166,10000000.0
Aidan Morris,175,10000000.0
George Ilenikhena,185,10000000.0
Aral Şimşir,175,10000000.0
Philipp Lienhart,189,10000000.0
Ferran Jutglà,175,10000000.0
Tsuyoshi Watanabe,184,10000000.0
Ruben van Bommel,192,10000000.0
Eddie Nketiah,175,10000000.0
Alysson,184,10000000.0
Maduka Okoye,198,10000000.0
Xaver Schlager,174,10000000.0
Angel Gomes,168,10000000.0
Emmanuel Latte Lath,176,10000000.0
Luka Sucic,185,10000000.0
Kasey McAteer,177,10000000.0
Chibuike Nwaiwu,193,10000000.0
Pep Chavarría,174,10000000.0
Niklas Beste,175,10000000.0
Takumi Minamino,172,10000000.0
Caleb Yirenkyi,182,10000000.0
Robert Renan,186,10000000.0
Emil Holm,191,10000000.0
Taras Mykhavko,188,10000000.0
Keny Arroyo,176,10000000.0
Edon Zhegrova,180,10000000.0
Robin Hranac,189,10000000.0
David Moses,171,10000000.0
Niccolò Fortini,185,10000000.0
Allan Saint-Maximin,173,10000000.0
Mathias de Amorim,174,10000000.0
Agustín Rossi,193,10000000.0
Lucas Perri,197,10000000.0
Berke Özer,191,10000000.0
Jurgen Ekkelenkamp,188,10000000.0
Igor Julio,188,10000000.0
Marcel Ruiz,182,10000000.0
Petar Ratkov,193,9000000.0
Ragnar Ache,183,9000000.0
Juan Nardoni,180,9000000.0
Tobías Andrada,179,9000000.0
Yassir Zabiri,182,9000000.0
Tomás Aranda,172,9000000.0
José María Giménez,186,9000000.0
Santiago Beltrán,191,9000000.0
Jay Dasilva,170,9000000.0
Ricardo Horta,173,9000000.0
Ionuț Radu,188,9000000.0
Clément Akpa,181,9000000.0
Francis Amuzu,169,9000000.0
Gabriel Bontempo,181,9000000.0
CJ Egan-Riley,183,9000000.0
Thijs Dallinga,190,9000000.0
Andrej Ilic,189,9000000.0
Francisco Moura,181,9000000.0
Tetê,175,9000000.0
Daniel Maldini,188,9000000.0
Orel Mangala,178,9000000.0
Bright Arrey-Mbi,187,9000000.0
Cristian Medina,178,9000000.0
Nelson Deossa,185,9000000.0
Lorenz Assignon,181,9000000.0
Léo Scienza,175,9000000.0
Osame Sahraoui,170,9000000.0
John Kennedy,173,9000000.0
Juan Brunetta,178,9000000.0
César Tárrega,194,9000000.0
Cristian Cásseres Jr.,176,9000000.0
Vitinho,174,9000000.0
Romeo Vermant,184,9000000.0
Luciano Rodríguez,179,9000000.0
Gastón Álvarez,184,9000000.0
Marco Brescianini,188,9000000.0
Kamory Doumbia,170,9000000.0
Sergi Cardona,186,9000000.0
Álex Remiro,192,9000000.0
Dominik Greif,197,9000000.0
Moustapha Mbow,192,9000000.0
Edvin Austbø,172,9000000.0
Paulinho,177,9000000.0
Saud Abdulhamid,172,9000000.0
Nicolai Remberg,188,9000000.0
Gonzalo Plata,178,9000000.0
Ben Cabango,186,9000000.0
Gorby,183,9000000.0
Martín Ojeda,179,9000000.0
Andrija Maksimovic,182,9000000.0
José Paradela,179,9000000.0
Jahmai Simpson-Pusey,187,9000000.0
Pape Demba Diop,182,9000000.0
Benjamín Rollheiser,172,9000000.0
Rolando Mandragora,183,9000000.0
Matheus Gonçalves,177,9000000.0
Benja Domínguez,172,9000000.0
Emerson,176,9000000.0
Diego López,172,9000000.0
Arthur Cabral,186,9000000.0
Sergi Domínguez,191,9000000.0
Julen Agirrezabala,187,9000000.0
Jacques Ekomié,179,9000000.0
Victor Kristiansen,181,9000000.0
Mathis Amougou,177,9000000.0
Abdou Diallo,186,9000000.0
Alexander Prass,180,9000000.0
Luka Jović,182,9000000.0
Mirlind Daku,192,9000000.0
Mahamadou Doumbia,186,9000000.0
Cameron Carter-Vickers,183,9000000.0
Toni Fruk,177,9000000.0
Arsen Zakharyan,183,9000000.0
Jacopo Fazzini,178,8500000.0
Nicolás Fernández Mercau,172,8500000.0
Saïd Benrahma,172,8500000.0
Devyne Rensch,181,8500000.0
Ruben Loftus-Cheek,191,8500000.0
Tommaso Baldanzi,170,8500000.0
Mohamed Touré,186,8000000.0
Bilal Nadir,179,8000000.0
Emersonn,193,8000000.0
Kyriani Sabbe,175,8000000.0
Maurits Kjærgaard,192,8000000.0
Edmund Baidoo,174,8000000.0
Ismaël Bennacer,175,8000000.0
Caleb Wiley,180,8000000.0
Aleksandr Chernikov,184,8000000.0
Iñaki Williams,186,8000000.0
Sami Ouaissa,186,8000000.0
Andrew Omobamidele,188,8000000.0
Tim Kleindienst,194,8000000.0
Pedro Henrique,177,8000000.0
Issa Diop,194,8000000.0
Metinho,178,8000000.0
Kevin Lomónaco,184,8000000.0
David Møller Wolfe,185,8000000.0
David Strelec,185,8000000.0
Aymeric Laporte,191,8000000.0
Alonzo Engwanda,173,8000000.0
Reiss Nelson,175,8000000.0
João Batxi,174,8000000.0
Julio Soler,175,8000000.0
Mexx Meerdink,182,8000000.0
Aleksandr Silyanov,185,8000000.0
Christos Mandas,189,8000000.0
Samuel Mbangula,179,8000000.0
Fábio Carvalho,170,8000000.0
Martin Terrier,184,8000000.0
Rassoul Ndiaye,179,8000000.0
Juan Foyth,187,8000000.0
Max Alleyne,185,8000000.0
Matej Kovar,196,8000000.0
Jordán Carrillo,166,8000000.0
Sebastian Berhalter,175,8000000.0
Younes Ebnoutalib,191,8000000.0
Lukas Provod,191,8000000.0
Valentin Rongier,173,8000000.0
Tommaso Pobega,188,8000000.0
Matthieu Epolo,189,8000000.0
Vítor Tormena,192,8000000.0
Sergey Pinyaev,170,8000000.0
Andreas Christensen,189,8000000.0
Pablo Solari,178,8000000.0
Mateo Cassierra,186,8000000.0
Ruan Pablo,183,8000000.0
Idrissa Gueye,185,8000000.0
Issa Soumaré,184,8000000.0
Arouna Sangante,189,8000000.0
Diogo Sousa,176,8000000.0
Samuel Amo-Ameyaw,174,8000000.0
Maher Carrizo,180,8000000.0
Largie Ramazani,168,8000000.0
Lovro Majer,178,8000000.0
Atakan Karazor,191,8000000.0
Nico Elvedi,189,8000000.0
Bento,190,8000000.0
Sebastiaan Bornauw,191,8000000.0
Rubens,178,8000000.0
Andrija Zivkovic,169,8000000.0
Jefferson Savarino,168,8000000.0
Brais Méndez,187,8000000.0
Artur,168,8000000.0
Denis Bouanga,180,8000000.0
Mykola Shaparenko,178,8000000.0
Rayan Fofana,187,8000000.0
Kento Shiogai,180,8000000.0
Nicolás Capaldo,177,8000000.0
Giovani Lo Celso,177,8000000.0
Jonatan Braut Brunes,188,8000000.0
